word1	word2	sent1	sent2	Gold_Complexity	prompt1_answer	prompt5_answer	prompt7_answer	binary_answer1	binary_answer5	binary_answer7	mode_complexity
tarde	rodas	o dia amanhece com mínima de 13°c em três lagoas, mas à tarde a máxima será de 28°c	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	1	"""rodas"" is"	rodas.	"(b). ""ent"	0	1	0	0
padrões	dissipa	e, ao mesmo tempo, criou uma poderosa máquina de propaganda para disseminar a ideologia da democracia liberal de bem-estar social e do american way of life, como padrões políticos e de vida ideais	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	0	padrões	padrões	"(a). ""e"	1	0	1	1
prédio	observadores	com portas e saídas sinalizadas, é mais fácil retirar todo mundo do prédio em caso de emergência	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	0	"""observadores"	prédio	"(b). ""de"	0	0	0	0
alocação	siclos	a partir daí, a alocação é prerrogativa do executivo e do congresso nacional	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	alocação	alocação.	"(b). ""e"	1	0	0	0
canal	rodas	A Terapia Induzida por Contenção aplicada à reabilitação da afasia é um modelo terapêutico intensivo que presume o treinamento da linguagem oral como exclusivo canal de comunicação verbal, enquanto métodos alternativos como a escrita, o desenho e os gestos não são permitidos.	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	1	"""rodas"" is"	canal	"(a). ""a"	0	0	1	0
economia	rodas	o diretor da escola de economia de são paulo da fundação getulio vargas (fgv), yoshiaki nakano, afirmou que o brasil está num beco com só uma saída, que é a reforma fiscal	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	1	economia.	rodas.	"(b). ""ent"	1	1	0	1
Identificação	inimigos	Resultados: Identificação de 2729 folhetos em 3080 especialidades farmacêuticas.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	"""identificaç"	identificação	"(b). ""e"	1	0	0	0
razão	observadores	primeiramente a prefeitura utilizou máquinas e equipamentos para desassoreamento do córrego entre folhas, depois, em razão da escassez de água, foi utilizado caminhão-pipa para levar água até o depósito	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	0	"""razão"""	razão	"(b). ""de"	1	0	0	0
médio	rodas	A médio prazo, a proporção de doentes sob anticoagulação mantinha-se baixa e os novos anticoagulantes não tinham sido prescritos.	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	1	médio	rodas.	"(b). ""ent"	1	1	0	1
problemas	inimigos	Além de uma entrevista estruturada, do MAST e do AUDIT, foi utilizado o SADD para avaliação do grau de dependência do álcool e o APQ para os problemas relacionados com o consumo de álcool.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	problemas	problemas	"(a). ""al"	1	0	1	1
gânglios	observadores	São tumores de células cromafins do sistema neuroendócrino que provêm dos gânglios simpáticos ou parassimpáticos.	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	1	gânglios	observadores.	"(a) ""s"	1	1	1	1
cananeus	nome	E ao arvadeu, ao zemareu, e ao hamateu, e depois se espalharam as famílias dos cananeus.	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	"""cananeus"""	nome.	"(b). ""e"	1	1	0	1
comentários	nome	às vezes, no entanto, os comentários em suas publicações podem ser indelicados, disse systrom	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	comentários	nome	"(b). ""e"	1	1	0	1
Abel	observadores	Também a Jeú, filho de Ninsi, ungirás rei de Israel; e também a Eliseu, filho de Safate de Abel-Meolá, ungirás profeta em teu lugar.	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	0	"""observadores"	abel	"(a). ""t"	0	0	1	0
despesa	arrabaldes	Com três carreiras de grandes pedras, e uma carreira de madeira nova; e a despesa se fará da casa do rei.	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	arrabaldes.	despesa	"(b). ""p"	0	0	0	0
preparação	inimigos	roger machado, porém, enfrentou problemas na preparação do grêmio, que não pôde realizar nenhum treino técnico e tático nos últimos dias, pois a forte chuva impediu os jogadores de irem a campo nesta terça-feira, antes da viagem para campinas	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	preperação	preparação.	"(a). ""roger"	1	0	1	1
animal	inimigos	Introdução: O rato é provavelmente a espécie animal mais utilizada em estudos experimentais de reparação nervosa.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	0	"""inimigos"	animal	"(b) ""e"	0	0	1	0
impunidade	observadores	ainda na tribuna da câmara, lamachia afirmou que a oab tem sido chamada como nunca a participar do debate nacional e afirmou o compromisso da instituição com o combate à corrupção e à impunidade	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	1	impunidade.	observadores.	"(a). ""ain"	1	1	1	1
orações	noites	Pedindo sempre em minhas orações que nalgum tempo, pela vontade de Deus, se me ofereça boa ocasião de ir ter convosco.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	oraçõ	noites.	"(b). ""p"	1	1	0	1
regaço	rodas	Mas o pobre não tinha coisa nenhuma, senão uma pequena cordeira que comprara e criara; e ela tinha crescido com ele e com seus filhos; do seu bocado comia, e do seu copo bebia, e dormia em seu regaço, e a tinha como filha.	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	1	regaço	rodas.	"(a). ""mas"	1	1	1	1
filisteus	observadores	Então consultou Saul a Deus, dizendo: Descerei atrás dos filisteus? Entrega-los-ás na mão de Israel? Porém aquele dia não lhe respondeu.	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	1	filisteus.	observadores	"(a). ""ent"	1	1	1	1
terça	arrabaldes	E foram soltos os quatro anjos, que estavam preparados para a hora, e dia, e mês, e ano, a fim de matarem a terça parte dos homens.	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	arrabaldes.	terça.	"(a). ""e"	0	0	1	0
mamom	arrabaldes	Nenhum servo pode servir dois senhores; porque, ou há de odiar um e amar o outro, ou se há de chegar a um e desprezar o outro. Não podeis servir a Deus e a Mamom.	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	"""arrabaldes"	"""arrabaldes"	"(a). ""n"	0	1	1	1
pecados	observadores	A ninguém imponhas precipitadamente as mãos, nem participes dos pecados alheios; conserva-te a ti mesmo puro.	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	0	pecados.	observadores	"(b). ""de"	1	1	0	1
timo	dissipa	Conclusão: O conhecimento das principais características imagiológicas das diferentes entidades patológicas do timo é fulcral na orientação terapêutica, permitindo por vezes diferenciar a hiperplasia de “verdadeiras” neoplasias, e possibilitar o estadiamento das lesões.	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	1	dissipa.	dissipa	"(a) ""con"	0	1	1	1
jônatas	observadores	E respondeu Jônatas a Saul: Davi me pediu encarecidamente que o deixasse ir a Belém.	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	0	"""jônatas"	observadores	"(b). ""de"	1	1	0	1
servos	rodas	Então disse o rei aos seus servos: Não sabeis que hoje caiu em Israel um príncipe e um grande?	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	0	servos	rodas	"(a). ""ent"	1	1	1	1
serva	noites	Perdoa, pois, à tua serva esta transgressão, porque certamente fará o SENHOR casa firme a meu senhor, porque meu senhor guerreia as guerras do SENHOR, e não se tem achado mal em ti por todos os teus dias,	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	noites.	noites.	"(b). ""p"	0	1	0	0
densidades	siclos	Discussão: Dos diversos factores de risco analisados, apenas a idade e hipertensão se associaram de forma independente às hipodensidades da substância branca de provável etiologia vascular.	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	densidades.	siclos.	"(a). """	1	1	1	1
padrões	siclos	eu me recuso a aceitar os padrões	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	"""padrõ"	padrões	"(b). ""e"	1	0	0	0
circuncidar	inimigos	Eis que eu, Paulo, vos digo que, se vos deixardes circuncidar, Cristo de nada vos aproveitará.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	circuncidar.	"""inimigos"	"(a). ""e"	1	1	1	1
Rúben	dissipa	Por que ficaste tu entre os currais para ouvires os balidos dos rebanhos? Nas divisões de Rúben tiveram grandes esquadrinhações do coração.	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	0	rúben.	rúben	"(a). ""p"	1	0	1	1
aleivosa	nome	E eu disse: Depois que fizer tudo isto, voltará para mim; mas não voltou; e viu isto a sua aleivosa irmã Judá.	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	aleivosa.	nome.	"(a). """	1	1	1	1
densidades	destino	Determinámos associações independentes entre hipodensidades da substância branca de provável etiologia vascular, espessura da íntima média carotídea, estenose carotídea ateromatosa e factores de risco vascular.	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	1	densidades.	destino	"(a). ""d"	1	1	1	1
céus	nome	Porque tornou a edificar os altos que Ezequias, seu pai, tinha destruído, e levantou altares a Baal, e fez um bosque como o que fizera Acabe, rei de Israel, e se inclinou diante de todo o exército dos céus, e os serviu.	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	"""céus"" is"	nome	"(a). ""p"	1	1	1	1
tornaram	rodas	E também estabeleceu Josafá alguns dos levitas, e dos sacerdotes, e dos chefes dos pais de Israel sobre o juízo do SENHOR e sobre as causas judiciais; e tornaram a Jerusalém.	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	1	"""tornaram"""	rodas.	"(a). ""e"	1	1	1	1
ácidos	noites	o efeito condroprotetor dos ácidos hialurônicos usados no estudo foi demonstrado quando comparado ao do grupo controle, porém, feita a comparação entre si, não houve diferença estatística quanto à condroproteção.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	ácidos	noites.	"(a). ""o"	1	1	1	1
religião	observadores	a corrupção é uma possibilidade humana, oriunda da nossa liberdade e, por isso, a religião tem seu limite nessa restrição positiva	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	0	"""religião"""	religião	"(a). ""a"	1	0	1	1
sabedoria	arrabaldes	Quão melhor é adquirir a sabedoria do que o ouro! e quão mais excelente é adquirir a prudência do que a prata!	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	"""sabedoria"""	sabedoria	"(a). ""qu"	1	0	1	1
clamou	dissipa	Mas toda a multidão clamou a uma, dizendo: Fora daqui com este, e solta-nos Barrabás.	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	0	"""dissipa"	dissipa.	"(b). ""ass"	0	1	0	0
economia	galeria	o acadêmico fez os comentários em palestra no décimo terceiro fórum de economia realizado pela eesp-fgv	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	1	economia.	economia	"(b). ""na"	1	0	0	0
congregação	observadores	Porque havia muitos na congregação que não se tinham santificado; pelo que os levitas tinham o encargo de matarem os cordeiros da páscoa por todo aquele que não estava limpo, para o santificarem ao SENHOR.	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	1	congregação	observadores	"(a). ""p"	1	1	1	1
proteções	arrabaldes	a relatora compartilha das preocupações e medos sobre regressões em proteções legais e institucionais, indicou	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	proteçõ	proteçõ	"(b). ""p"	1	1	0	1
distração	inimigos	E digo isto para proveito vosso; não para vos enlaçar, mas para o que é decente e conveniente, para vos unirdes ao Senhor sem distração alguma.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	"""distração"	distração.	"(a). ""e"	1	0	1	1
guerras	noites	E, quando ouvirdes de guerras e sedições, não vos assusteis. Porque é necessário que isto aconteça primeiro, mas o fim não será logo.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	guerras.	noites	"(b). ""p"	1	1	0	1
Todo-Poderoso	siclos	E ouvi como que a voz de uma grande multidão, e como que a voz de muitas águas, e como que a voz de grandes trovões, que dizia: Aleluia! pois já o Senhor Deus Todo-Poderoso reina.	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	todo-poder	todo-poder	"(a). ""e"	1	1	1	1
alimentos	destino	preservar as árvores nativas produtoras de alimentos	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	destino.	alimentos.	"(b). """	0	0	0	0
DG	nome	Correlacionar o resultado da tomografia por emissão de pósitrons/tomografia computadorizada (PET/CT) com 18F-flúor-2-deoxi-D-glicose (18F-FDG) realizado com protocolo específico para avaliação das mamas com achados histológicos/imuno-histoquímicos em pacientes com carcinomas mamários.	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	nome.	nome	"(a). ""cor"	0	1	1	1
boicote	dissipa	em reunião ministerial, o premier netanyahu anunciou eufórico a derrota do movimento de boicote a israel (bds), graças aos maciços esforços de sua diplomacia e políticos amigos na europa e nos eua	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	0	boicote.	dissipa	"(a). ""em"	1	1	1	1
aumentar	rodas	Resultados: Os resultados mostraram ausência de associação estatisticamente significativa entre a gravidade da lesão e o estado físico do DNA dos HPV 16 e 18. A superexpressão dos transcritos do RNAm E6/E7 e a carga viral dos HPV 16 e 18 aumentaram significativamente em função do grau da lesão.	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	1	aumentar.	aumentar	"(a). ""result"	1	0	1	1
provisões	observadores	a rentabilidade do sistema bancário reduziu-se, influenciada pela deterioração da qualidade do crédito e o consequente aumento das despesas com provisões	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	1	provisões	observadores	"(a). ""a"	1	1	1	1
medina	rodas	"(luciano medina martins/pmpa)"	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	1	medina is more difficult.	medina	"(b). ""ent"	1	0	0	0
mecanismo	siclos	a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	"""mecanismo"	mecanismo	"(a) ""a"	1	0	1	1
jóia	destino	Há ouro e abundância de rubis, mas os lábios do conhecimento são jóia preciosa.	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	destino	destino	"(b). ""pass"	0	1	0	0
Estresse	destino	As entrevistas ocorreram no domicílio do participante e foram avaliadas características do idoso dependente de cuidados e das crianças, características sociodemográficas, estresse por meio da Escala de Estresse Percebido e o otimismo por meio da Escala de Espiritualidade de Pinto e Pais-Ribeiro, no idoso cuidador.	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	1	estresse.	destino	"(a). ""as"	1	1	1	1
Jeremias	observadores	Aos homens, e às mulheres, e aos meninos, e às filhas do rei, e a toda a alma que Nebuzaradã, capitão da guarda, deixara com Gedalias, filho de Aicão, filho de Safã; como também a Jeremias, o profeta, e a Baruque, filho de Nerias;	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	0	jeremias	observadores.	"(a). ""a"	1	1	1	1
Mb	galeria	analisar as representações sociais do cuidado em saúde entre trabalhadores que atuam em equipes multidisciplinares no Distrito Sanitário Especial Indígena Litoral Sul do Rio Grande do Sul, junto à etnia Mbyá-Guarani.	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	1	galeria	galeria	"(a). ""an"	0	1	1	1
Egito	noites	Guarda-te, que não te esqueças do SENHOR, que te tirou da terra do Egito, da casa da servidão.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	noites	noites.	"(b). ""p"	0	1	0	0
assuntos	galeria	em sua defesa o deputado explicou ao site g1 que o servidor trabalha com ele há mais de dez anos, é um dos assessores de maior confiança e que, por isso, as atividades não são apenas de motorista, mas também de assessoria em diversos assuntos parlamentares	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	1	assuntos	galeria.	"(a). ""em"	1	1	1	1
serras	noites	E, trazendo o povo que havia nela, o pós às serras, e às talhadeiras de ferro, e aos machados de ferro, e os fez passar por forno de tijolos; e assim fez a todas as cidades dos filhos de Amom; e voltou Davi e todo o povo para Jerusalém.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	serras.	noites	"(a). ""e"	1	1	1	1
esforços	arrabaldes	segundo a administração pública, todos os esforços foram feitos anteriormente para que a água chegasse até os munícipes	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	esforços.	esforços	"(b). ""p"	1	0	0	0
comentários	destino	às vezes, no entanto, os comentários em suas publicações podem ser indelicados, disse systrom	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	"""comentári"	destino.	"(b). ""pass"	1	1	0	1
retina	dissipa	Resultados: Obtiveram-se valores da espessura média global da camada de fibras nervosas da retina de 97,90 Î¼m. Não se detectaram diferenças entre géneros e com a idade, mas sim consoante a lateralidade e dominância ocular.	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	0	retina	retina.	"(a). ""result"	1	0	1	1
triste	galeria	E o rei me disse: Por que está triste o teu rosto, pois não estás doente? Não é isto senão tristeza de coração; então temi sobremaneira.	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	0	"""triste"""	"""galeria"" is"	"(a). ""e"	1	1	1	1
ajuda	dissipa	ele ajuda a separar e distribuir, para que ele possa conhecer a realidade da onde vai trabalhar, porque é a comunidade que vai recebê-lo como profissional, ressalta a coordenadora acadêmica	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	0	dissipa.	ajuda.	"(b). ""ass"	0	0	0	0
juízo	inimigos	Alegra-te, jovem, na tua mocidade, e recreie-se o teu coração nos dias da tua mocidade, e anda pelos caminhos do teu coração, e pela vista dos teus olhos; sabe, porém, que por todas estas coisas te trará Deus a juízo.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	"""juízo"""	inimigos.	"(a). ""a"	1	1	1	1
adesão	observadores	@@@ já em colorado do oeste, o concorrente do pv, edmilson rodrigues, o edinho da rádio, aposta na adesão de dois grupos comunitários de peso para potencializar sua candidatura	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	1	"""observadores"	observadores	"(a). ""@@"	0	1	1	1
derme	observadores	O estudo histopatológico de uma pápula do flanco esquerdo revelou numerosos histiócitos xantomizados na derme confirmando o diagnóstico de xantomas eruptivos.	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	1	"""derme"" is"	observadores.	"(a). ""o"	1	1	1	1
velas	rodas	ao menor sinal de alerta, parávamos os cânticos, o batuque, apagávamos todas as velas e lamparinas, contínhamos os incorporados	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	0	"""velas"" is"	rodas.	"(b). ""ent"	1	1	0	1
síria	galeria	E veio sobre ele o Espírito do SENHOR, e julgou a Israel, e saiu à peleja; e o SENHOR entregou na sua mão a Cusã-Risataim, rei da Síria; contra o qual prevaleceu a sua mão.	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	0	"""síria"""	galeria.	"(a). ""e"	1	1	1	1
parágrafo	rodas	de acordo com o artigo 14, inciso ii, parágrafo 1º, o alistamento eleitoral e o voto são facultativos para os analfabetos, os maiores de 70 anos e os maiores de 16 anos e menores de 18, ou seja, o jovem nessa faixa etária já pode começar a exercer os seus direitos políticos	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	1	parágrafo	parágrafo.	"(a). ""de"	1	0	1	1
derivados	observadores	Os principais fatores de custo, em ordem descendente, foram custo de oportunidade (perda de produtividade); diagnóstico e tratamento de comorbidades; e administração de medicamentos, oxigênio e derivados do sangue.	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	1	derivados is more	observadores.	"(a). ""os"	1	1	1	1
emissão	inimigos	ele afirma que ainda precisa ser feita a regulamentação das taxas para emissão do selo de inspeção e a definição de valores, além da contratação de alguns profissionais	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	"""emissão""."	inimigos.	"(b). ""e"	1	1	0	1
regaço	observadores	Mas o pobre não tinha coisa nenhuma, senão uma pequena cordeira que comprara e criara; e ela tinha crescido com ele e com seus filhos; do seu bocado comia, e do seu copo bebia, e dormia em seu regaço, e a tinha como filha.	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	1	"""regaço"	"""observadores"	"(a). ""mas"	1	1	1	1
incidente	arrabaldes	a empresas recebem como incentivo a redução da base de cálculo do icms incidente nas operações internas para aquisição de querosene de aviação	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	arrabaldes.	"""incidente"""	"(a). ""a"	0	0	1	0
siclos	destino	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	1	siclos.	destino	"(b). ""pass"	1	1	0	1
siclos	inimigos	E a prata dos arrolados da congregação foi cem talentos e mil e setecentos e setenta e cinco siclos, conforme o siclo do santuário;	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	siclos	inimigos.	"(a) ""e"	1	1	1	1
nuvens	noites	Também de umidade carrega as grossas nuvens, e esparge as nuvens com a sua luz.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	nuvens	noites.	"(b). ""p"	1	1	0	1
métodos	galeria	Introdução: Introduzimos o conceito de faciometria directa propedêutica, subjacente ao método de avaliação do crescimento da face infantil apresentado, com relevantes vantagens sobre outros métodos utilizados.	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	1	métodos 	galeria	"(a). ""introdu"	1	1	1	1
morada	arrabaldes	A soberba do teu coração te enganou, como o que habita nas fendas das rochas, na sua alta morada, que diz no seu coração: Quem me derrubará em terra?	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	arrabaldes.	morada.	"(a). ""a"	0	0	1	0
gradiente	observadores	ResumoNeste trabalho, estudamos a comunidade de anfíbios da Reserva Particular do Patrimônio Natural (RPPN) Serra Bonita que possui área de 20 km² com gradientes altitudinais abruptos (200–950 m acima do nível do mar), localizada nos municípios de Camacan e Pau Brasil, sul do Estado da Bahia, Brasil.	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	1	gradiente.	observadores	"(a). ""res"	1	1	1	1
mamom	observadores	Nenhum servo pode servir dois senhores; porque, ou há de odiar um e amar o outro, ou se há de chegar a um e desprezar o outro. Não podeis servir a Deus e a Mamom.	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	1	"""observadores"	observadores.	"(a). ""n"	0	1	1	1
praia	siclos	E os midianitas, os amalequitas, e todos os filhos do oriente jaziam no vale como gafanhotos em multidão; e eram inumeráveis os seus camelos, como a areia que há na praia do mar.	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	siclos.	"""praia"""	"(a). ""e"	0	0	1	0
hidrovia	siclos	daniela alarcon – o projeto de hidrovia é voltado para o escoamento de commodities e surge do interesse do setor do agronegócio em encurtar as rotas logísticas existentes nesse processo e, assim, reduzir os seus custos	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	1	"""hidrovia"	siclos.	"(b). ""e"	1	1	0	1
Rúben	rodas	Por que ficaste tu entre os currais para ouvires os balidos dos rebanhos? Nas divisões de Rúben tiveram grandes esquadrinhações do coração.	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	1	"""rúben"""	rúben	"(a). ""p"	1	0	1	1
