Id	Genre	Sentence	ComplexWord	Gold_Complexity	prompt1_pred	prompt2_pred	prompt3_pred	prompt4_pred	avg_pred1_2	avg_pred3_4
821	news	a estrada é uma pequena amostra do desleixo do poder público com um lugar outrora tão bonito e acolhedor	estrada	0.09	0.5	0.0	0.0	0.5	0.25	0.25
822	biomed	Correlacionar o resultado da tomografia por emissão de pósitrons/tomografia computadorizada (PET/CT) com 18F-flúor-2-deoxi-D-glicose (18F-FDG) realizado com protocolo específico para avaliação das mamas com achados histológicos/imuno-histoquímicos em pacientes com carcinomas mamários.	DG	0.68	0.5	0.5	0.5	0.5	0.5	0.5
823	biomed	Os principais fatores de custo, em ordem descendente, foram custo de oportunidade (perda de produtividade); diagnóstico e tratamento de comorbidades; e administração de medicamentos, oxigênio e derivados do sangue.	derivados	0.25	0.5	0.5	0.5	0.5	0.5	0.5
824	bible	Porque todos os povos andam, cada um em nome do seu deus; mas nós andaremos em nome do SENHOR nosso Deus, para todo o sempre.	deus	0.0	0.5	0.5	0.5	0.5	0.5	0.5
825	bible	E eu o escolhi dentre todas as tribos de Israel por sacerdote, para oferecer sobre o meu altar, para acender o incenso, e para trazer o éfode perante mim; e dei à casa de teu pai todas as ofertas queimadas dos filhos de Israel.	sacerdote	0.31	0.5	0.5	0.5	0.5	0.5	0.5
826	bible	E muitos dos judeus leram este título; porque o lugar onde Jesus estava crucificado era próximo da cidade; e estava escrito em hebraico, grego e latim.	latim	0.25	0.5	0.5	0.5	0.5	0.5	0.5
827	bible	Quando profeta ou sonhador de sonhos se levantar no meio de ti, e te der um sinal ou prodígio,	sonhos	0.07	0.5	0.5	0.5	0.5	0.5	0.5
828	bible	Fazei todas as coisas sem murmurações nem contendas;	murmurações	0.26	0.5	0.5	0.5	0.5	0.5	0.5
829	bible	Com três carreiras de grandes pedras, e uma carreira de madeira nova; e a despesa se fará da casa do rei.	despesa	0.11	0.5	0.5	0.5	0.5	0.5	0.5
830	bible	Então lhe disseram os seus servos: Eis que já temos ouvido que os reis da casa de Israel são reis clementes; ponhamos, pois, sacos aos lombos, e cordas às cabeças, e saiamos ao rei de Israel; pode ser que ele te poupe a vida.	lombos	0.24	0.5	0.5	0.5	0.5	0.5	0.5
831	news	usuários de drogas e pedófilos costumavam frequentar a região	pedófilos	0.2	0.5	0.5	0.5	0.5	0.5	0.5
832	bible	E, saindo-lhes ao encontro Ismael, filho de Netanias, desde Mizpá, ia chorando; e sucedeu que, encontrando-os lhes disse: Vinde a Gedalias, filho de Aicão.	Ismael	0.0	0.5	0.5	0.5	0.5	0.5	0.5
833	bible	Então vieram a Elim, e havia ali doze fontes de água e setenta palmeiras; e ali se acamparam junto das águas.	palmeiras	0.19	0.5	0.5	0.5	0.5	0.5	0.5
834	bible	Então disse Davi a Saul: Teu servo apascentava as ovelhas de seu pai; e quando vinha um leão e um urso, e tomava uma ovelha do rebanho,	leão	0.06	0.5	0.5	0.5	0.5	0.5	0.5
835	news	os ex-funcionários envolvidos firmaram acordos de delação premiada com o grupo especial de delitos econômicos (gedec), do mpe	acordos	0.15	0.5	0.5	0.5	0.5	0.5	0.5
836	biomed	Além de uma entrevista estruturada, do MAST e do AUDIT, foi utilizado o SADD para avaliação do grau de dependência do álcool e o APQ para os problemas relacionados com o consumo de álcool.	problemas	0.1	0.5	0.5	0.5	0.5	0.5	0.5
837	news	muitos são os fatos que envolvem esse momento que marca uma passagem, uma transição para um mundo melhor	marca	0.07	0.5	0.5	0.22	0.5	0.5	0.36
838	news	às vezes, no entanto, os comentários em suas publicações podem ser indelicados, disse systrom	comentários	0.07	0.5	0.5	0.22	0.5	0.5	0.36
839	bible	E em Jesuá, e em Molada, e em Bete-Pelete,	bete-pelete	0.57	0.5	0.5	0.5	0.5	0.5	0.5
840	biomed	# KM de Almondes; MEM Leonardo; AMS Moreira	MEM	0.57	0.5	0.5	0.5	0.5	0.5	0.5
841	bible	Porque qualquer homem da casa de Israel, e dos estrangeiros que peregrinam em Israel, que se alienar de mim, e levantar os seus ídolos no seu coração, e puser o tropeço da sua maldade diante do seu rosto, e vier ao profeta, para me consultar por meio dele, eu, o SENHOR, lhe responderei por mim mesmo.	coração	0.05	0.5	0.5	0.5	0.5	0.5	0.5
842	news	mas o mais importante, transparência total na planilha para a população saber de verdade quanto custa a tarifa e melhorar a segurança tanto nos ônibus quanto nos terminais, finalizou	segurança	0.21	0.5	0.5	0.22	0.5	0.5	0.36
843	bible	Louvai ao SENHOR, invocai o seu nome, fazei conhecidas as suas obras entre os povos.	conhecidas	0.1	0.5	0.5	0.5	0.5	0.5	0.5
844	bible	Quando ouvirdes o som da buzina, da flauta, da harpa, da sambuca, do saltério, da gaita de foles, e de toda a espécie de música, prostrar-vos-eis, e adorareis a estátua de ouro que o rei Nabucodonosor tem levantado.	flauta	0.12	0.5	0.5	0.5	0.5	0.5	0.5
845	bible	Então Josué enviou mensageiros, que foram correndo à tenda; e eis que tudo estava escondido na sua tenda, e a prata por baixo.	mensageiros	0.21	0.5	0.5	0.5	0.5	0.5	0.5
846	bible	Porém o espírito mau da parte do SENHOR se tornou sobre Saul, estando ele assentado em sua casa, e tendo na mão a sua lança; e tocava Davi com a mão, a harpa.	Saul	0.23	0.5	0.5	0.5	0.5	0.5	0.5
847	bible	Traze estas coisas à memória, ordenando-lhes diante do Senhor que não tenham contendas de palavras, que para nada aproveitam e são para perversão dos ouvintes.	Senhor	0.05	0.5	0.5	0.5	0.5	0.5	0.5
848	bible	E vai este termo e volta ao lado do ocidente para o sul do monte que está defronte de Bete-Horom, para o sul, terminando em Quiriate-Baal (que é Quiriate-Jearim), cidade dos filhos de Judá; esta é a sua extensão para o ocidente.	Baal	0.38	0.5	0.5	0.5	0.5	0.5	0.5
849	bible	Há ouro e abundância de rubis, mas os lábios do conhecimento são jóia preciosa.	jóia	0.14	0.5	0.5	0.5	0.5	0.5	0.5
850	bible	Depois disse Labão a Jacó: Porque tu és meu irmão, hás de servir-me de graça? Declara-me qual será o teu salário.	irmão	0.06	0.5	0.5	0.5	0.5	0.5	0.5
851	news	para as mães no pós-parto, não importa se é o primeiro ou o terceiro filho, este é sempre um momento especial e sensível	importa	0.11	0.5	0.0	0.0	0.5	0.25	0.25
852	bible	Disse então Saul a Jônatas: Declara-me o que tens feito. E Jônatas lho declarou, e disse: Tão-somente provei um pouco de mel com a ponta da vara que tinha na mão; eis que devo morrer?	mel	0.15	0.5	0.5	0.5	0.5	0.5	0.5
853	bible	E, ouvindo que era Jesus de Nazaré, começou a clamar, e a dizer: Jesus, filho de Davi, tem misericórdia de mim.	nazaré	0.14	0.5	0.5	0.5	0.5	0.5	0.5
854	bible	E não tardou o jovem em fazer isto; porque a filha de Jacó lhe contentava; e ele era o mais honrado de toda a casa de seu pai.	jovem	0.15	0.5	0.5	0.5	0.5	0.5	0.5
855	bible	Porque tornou a edificar os altos que Ezequias, seu pai, tinha destruído, e levantou altares a Baal, e fez um bosque como o que fizera Acabe, rei de Israel, e se inclinou diante de todo o exército dos céus, e os serviu.	céus	0.06	0.5	0.5	0.5	0.5	0.5	0.5
856	biomed	Introdução: O peixe-zebra (Danio rerio) é um excelente organismo modelo para o estudo do desenvolvimento dos vertebrados.	peixe	0.08	0.5	0.5	0.5	0.5	0.5	0.5
857	news	para que possamos enfrentar os enormes desafios da próxima década, precisamos expandir nosso conhecimento sobre segurança cibernética, disse o chefe de desenvolvimento elétrico e eletrônico da volkswagen, volkmar tanneberger	desafios	0.12	0.5	0.5	0.5	0.5	0.5	0.5
858	bible	Perdoaste a iniqüidade do teu povo; cobriste todos os seus pecados. (Selá.)	Selá	0.38	0.5	0.5	0.5	0.5	0.5	0.5
859	news	seguindo determinação do laboratório fabricante, a sesa determinou este prazo e a faixa etária para ser vacinada, visto que foi esta a idade-alvo mais afetada pela dengue durante a epidemia, bem como a faixa etária onde a vacina é mais efetiva	prazo	0.07	0.5	0.5	0.22	0.5	0.5	0.36
860	bible	E eu disse: Depois que fizer tudo isto, voltará para mim; mas não voltou; e viu isto a sua aleivosa irmã Judá.	aleivosa	0.51	0.5	0.5	0.5	0.5	0.5	0.5
861	bible	Para o que (digo a verdade em Cristo, não minto) fui constituído pregador, e apóstolo, e doutor dos gentios na fé e na verdade.	gentios	0.46	0.5	0.5	0.5	0.5	0.5	0.5
862	news	advogado e especialista em direito constitucional, exerce atualmente mandato na assembleia	especialista	0.17	0.5	0.5	0.5	0.5	0.5	0.5
863	news	eles estão usando a estrutura das lombofaixas construída sob o canteiro central da avenida aparecida muniz michielin como atalho pra mudar de sentido da via	mudar	0.12	0.5	0.5	0.22	0.5	0.5	0.36
864	bible	E o sétimo anjo tocou a sua trombeta, e houve no céu grandes vozes, que diziam: Os reinos do mundo vieram a ser de nosso Senhor e do seu Cristo, e ele reinará para todo o sempre.	vozes	0.1	0.5	0.5	0.5	0.5	0.5	0.5
865	news	contratar profissionais especializados nas clinicas de maior demanda montagem de serviço de atendimento domiciliar para pessoas idosas, portadoras de deficiências e necessidades especiais criar samu	deficiências	0.23	0.5	0.0	0.0	0.5	0.25	0.25
866	news	por incrível que pareça, depois de transformada em uma área de relevante interesse ecológico – arie, em 2002, a serra do orobó, em lugar de ser alvo de preservação, tornou-se objeto de intensa especulação imobiliária e degradação ambiental, com a expropriação ilegal de sua área, com a grilagem destruindo e desmatando dezenas de hectares de suas matas deciduais	hectares	0.28	0.5	0.5	0.5	0.5	0.5	0.5
867	bible	E Davi pós guarnições na Síria de Damasco, e os sírios ficaram por servos de Davi, pagando-lhe tributos; e o SENHOR guardou a Davi por onde quer que ia.	guarnições	0.51	0.5	0.5	0.5	0.5	0.5	0.5
868	biomed	Cinco diáfises femorais humanas de doadores distintos de tecidos musculoesqueléticos foram desmineralizadas e preservadas como liofilizadas ou congeladas a −80 °C. As amostras foram divididas em grupos não irradiados (controle) e irradiados por raios gama ou feixe de elétrons.	elétron	0.38	0.5	0.5	0.5	0.5	0.5	0.5
869	biomed	A investigação científica trouxe um conjunto vasto de conhecimentos, nem sempre fáceis de acompanhar,especialmente nos últimos anos em relação à genética e histopatologia.	genética	0.24	0.5	0.5	0.5	0.5	0.5	0.5
870	bible	Por que ficaste tu entre os currais para ouvires os balidos dos rebanhos? Nas divisões de Rúben tiveram grandes esquadrinhações do coração.	Rúben	0.14	0.5	0.5	0.5	0.5	0.5	0.5
871	bible	E foram a Hilquias, sumo sacerdote, e deram o dinheiro que se tinha trazido à casa de Deus, e que os levitas, que guardavam a entrada tinham recebido da mão de Manassés, e de Efraim, e de todo o restante de Israel, como também de todo o Judá e Benjamim, e dos habitantes de Jerusalém.	entrada	0.1	0.5	0.5	0.5	0.5	0.5	0.5
872	news	com o certificado, as entidades ganham a isenção das contribuições sociais e podem celebrar, entre outras coisas, convênios com o setor público com menos burocracia	isenção	0.21	0.5	0.5	0.5	0.5	0.5	0.5
873	news	por isso, a empresa resolveu investir na máquina cata moeda prosegur, instala na unidade do alto da xv do grupo	moeda	0.07	0.5	0.5	0.5	0.5	0.5	0.5
874	biomed	A conjugação destes atributos com a optimização de sistemas automatizados de triagem de medicamentos, transformaram o peixe-zebra num top model da investigação em biomedicina, nomeadamente na triagem de compostos químicos com efeitos terapêuticos e em testes de toxicidade.	peixe	0.14	0.5	0.5	0.5	0.5	0.5	0.5
875	bible	E acenando-lhes ele com a mão para que se calassem, contou-lhes como o Senhor o tirara da prisão, e disse: Anunciai isto a Tiago e aos irmãos. E, saindo, partiu para outro lugar.	mão	0.03	0.5	0.5	0.5	0.5	0.5	0.5
876	news	ampliar o número de creches	número	0.04	0.5	0.5	0.5	0.5	0.5	0.5
877	news	os primeiros habitantes do espaço são as elefantas maia e guida, de minas gerais, que chegarão a mato grosso no início de outubro, oriundas de situação de maus-tratos em circos	situação	0.1	0.5	0.5	0.5	0.5	0.5	0.5
878	bible	Também deixei ficar em Israel sete mil: todos os joelhos que não se dobraram a Baal, e toda a boca que não o beijou.	Baal	0.41	0.5	0.5	0.5	0.5	0.5	0.5
879	biomed	O estudo histopatológico de uma pápula do flanco esquerdo revelou numerosos histiócitos xantomizados na derme confirmando o diagnóstico de xantomas eruptivos.	derme	0.41	0.5	0.5	0.5	0.0	0.5	0.25
880	news	antes do amanhecer deste domingo, cerca de 2 milhões de peregrinos muçulmanos de todo lugar do mundo começaram a subir o monte arafat nos arredores de meca, onde o profeta maomé fez seu último sermão, cerca de 1	mundo	0.04	0.5	0.0	0.0	0.5	0.25	0.25
881	bible	E a minha ira se acenderá, e vos matarei à espada; e vossas mulheres ficarão viúvas, e vossos filhos órfãos.	viúvas	0.07	0.5	0.5	0.5	0.5	0.5	0.5
882	news	a empresas recebem como incentivo a redução da base de cálculo do icms incidente nas operações internas para aquisição de querosene de aviação	incidente	0.19	0.5	0.0	0.0	0.5	0.25	0.25
883	bible	Então Daniel, cujo nome era Beltessazar, esteve atônito por uma hora, e os seus pensamentos o turbavam; falou, pois, o rei, dizendo: Beltessazar, não te espante o sonho, nem a sua interpretação. Respondeu Beltessazar, dizendo: Senhor meu, seja o sonho contra os que te têm ódio, e a sua interpretação aos teus inimigos.	Daniel	0.03	0.5	0.5	0.5	0.5	0.5	0.5
884	bible	Nunca, pois, se celebrou tal páscoa em Israel, desde os dias do profeta Samuel; nem nenhum rei de Israel celebrou tal páscoa como a que celebrou Josias com os sacerdotes, e levitas, e todo o Judá e Israel, que ali se acharam, e os habitantes de Jerusalém.	sacerdotes	0.24	0.5	0.5	0.5	0.5	0.5	0.5
885	bible	Acerca de seu Filho, que nasceu da descendência de Davi segundo a carne,	Filho	0.04	0.5	0.5	0.5	0.5	0.5	0.5
886	news	a recomposição de valores orçamentários ocorre quando o governo entende que há condições financeiras para revisar e retomar valores que o planejamento orçamentário havia bloqueado em algum momento do mesmo ano	orçamentário	0.33	0.5	0.5	0.5	0.5	0.5	0.5
887	biomed	Foram feitas ressecção cirúrgica da tumoração e curetagem do núcleo de ossificação epifisário do polo superior e medial da patela, com boa remodelação patelar e desenvolvimento normal.	remodelação	0.36	0.5	0.5	0.5	0.5	0.5	0.5
888	news	planejamento com metas pré-determinadas e avaliação trimestral	avaliação	0.11	0.5	0.5	0.5	0.5	0.5	0.5
889	news	a insistência com a aplicação de sanções políticas, nomeadamente a exigência de certidões negativas para contratação com o setor público e a participação em procedimentos licitatórios, é repudiada tanto por decisões do stf, quanto pelo senso comum, pois somente a própria atividade econômica do devedor seria capaz de propiciar recursos para saldar sua dívida	insistência	0.3	0.5	0.5	0.22	0.5	0.5	0.36
890	news	"motociclista tentar realizar conversão e morre em avenida da capital"	capital	0.14	0.5	0.5	0.5	0.5	0.5	0.5
891	bible	Samuel disse a Saul: Por que me inquietaste, fazendo-me subir? Então disse Saul: Mui angustiado estou, porque os filisteus guerreiam contra mim, e Deus se tem desviado de mim, e não me responde mais, nem pelo ministério dos profetas, nem por sonhos; por isso te chamei a ti, para que me faças saber o que hei de fazer.	saul	0.15	0.5	0.5	0.5	0.5	0.5	0.5
892	bible	O que digo, não o digo segundo o Senhor, mas como por loucura, nesta confiança de gloriar-me.	gloriar-me	0.35	0.5	0.5	0.5	0.5	0.5	0.5
893	bible	Então a ira do SENHOR se acendeu contra Amazias, e mandou-lhe um profeta que lhe disse: Por que buscaste deuses deste povo, os quais não livraram o seu próprio povo da tua mão?	ira	0.16	0.5	0.5	0.5	0.5	0.5	0.5
894	news	bezerra ainda demonstrou sua indignação com o fato de o orçamento do ministério do turismo ser o menor da esplanada, o que foi confirmado pelo ministro	orçamento	0.14	0.5	0.5	0.5	0.5	0.5	0.5
895	biomed	Debaixo desta ponta do iceberg poderão estar ainda mais exames e doentes que não escaparam a exames inadequados ou injustificados.	escapar	0.09	0.5	0.5	0.5	0.5	0.5	0.5
896	news	ainda na tribuna da câmara, lamachia afirmou que a oab tem sido chamada como nunca a participar do debate nacional e afirmou o compromisso da instituição com o combate à corrupção e à impunidade	impunidade	0.28	0.5	0.5	0.5	0.5	0.5	0.5
897	news	o arquiteto da empresa que segue trabalhando no escritório disse que a empresa teria planejado terminar o serviço de retirada da estrutura que desabou em 15 dias, mas o serviço foi concluído em apenas 4 dias e que em breve as obras seriam retomadas	escritório	0.11	0.5	0.0	0.0	0.5	0.25	0.25
898	bible	E o rei me disse: Por que está triste o teu rosto, pois não estás doente? Não é isto senão tristeza de coração; então temi sobremaneira.	triste	0.07	0.5	0.5	0.5	0.5	0.5	0.5
899	bible	Nasce o sol, e o sol se põe, e apressa-se e volta ao seu lugar de onde nasceu.	volta	0.11	0.5	0.5	0.5	0.5	0.5	0.5
900	biomed	# LT Grinberg; REL Ferretti; REP Leite; JM Farfel; SP Pacheco; ATDL Alho; RP Grisoli; HTM Matos; EG Moreira; ES Balbino; KC Oliveira; S Rosemberg; HB Carvalho; CAG Pasquallucci; PHN Saldiva; W Jacob-Filho; R Nitrini	CAG	0.57	0.5	0.5	0.5	0.5	0.5	0.5
901	news	025 delegados de diferentes clãs e desiguais cotas de poder sobre a câmara	cotas	0.16	0.5	0.5	0.5	0.5	0.5	0.5
902	biomed	Resultados: A idade avançada, género feminino, a capacidade funcional, níveis de atividade física baixos previamente ao Programa de Reabilitação Cardíaca e uma fraca evolução do International Physical Activity Questionnaire durante o programa foram os melhores preditores univariáveis de uma evolução menos favorável do International Physical Activity Questionnaire nos 12 meses de follow-up.	capacidade	0.11	0.5	0.5	0.5	0.5	0.5	0.5
903	bible	E apresentar-se-á perante Eleazar, o sacerdote, o qual por ele consultará, segundo o juízo de Urim, perante o SENHOR; conforme a sua palavra sairão, e conforme a sua palavra entrarão, ele e todos os filhos de Israel com ele, e toda a congregação.	congregação	0.31	0.5	0.5	0.5	0.5	0.5	0.5
904	news	a fibria caiu 1%, em sessão de fraqueza do setor de papel e celulose, em meio ao declínio do dólar ante o real e perspectivas ainda desfavoráveis quanto a uma recuperação dos preços de celulose	perspectivas	0.29	0.5	0.0	0.0	0.5	0.25	0.25
905	news	os socialistas tentam desdramatizar angústias com o intervencionismo do presidente mas a verdade é que sentem que o à-vontade de marcelo belisca o campo de intervenção de costa	socialistas	0.2	0.5	0.25	0.11	0.5	0.38	0.31
906	bible	Para que confirme o juramento que fiz a vossos pais de dar-lhes uma terra que manasse leite e mel, como se vê neste dia. Então eu respondi, e disse: Amém, ó SENHOR.	pais	0.01	0.5	0.5	0.5	0.5	0.5	0.5
907	biomed	a prevalência de Cobertura Universal Efetiva da Diabetes Mellitus tipo 2 é baixa, mesmo quando algumas regiões se destacam nas pesquisas e no controle metabólico de pacientes assistentes ao controle.  Sua relação com a Percentagem de participação de enfermeiras no Programa de Saúde Cardiovascular se constitui em um desafio e oportunidade em saúde.	ao controle	0.2	0.5	0.5	0.5	0.5	0.5	0.5
908	news	uma vez que aconteceu uma sincronia entre esta debilidade de crescimento económico e o advento do euro, muitos suspeitam que a fonte do problema, nomeadamente nos países do sul das europa, é o euro	euro	0.16	0.5	0.0	0.0	0.5	0.25	0.25
909	news	certamente não, respondeu, entre aplausos	aplausos	0.1	0.5	0.5	0.5	0.5	0.5	0.5
910	news	natureza — começa amanhã a conexão estação natureza, exposição interativa que utiliza tecnologia como ferramenta de sensibilização para a importância da biodiversidade brasileira	biodiversidade	0.19	0.5	0.5	0.5	0.5	0.5	0.5
911	news	demais temas que preocupam pouco os brasileiros são declínio moral (7%), alta do extremismo (3%), terrorismo (2%), imigração (1%), ameaças contra o meio ambiente (4%) e mudança climática (2%)	extremismo	0.28	0.5	0.25	0.11	0.5	0.38	0.31
912	news	com o objetivo de expandir a produção da soja brasileira, sem ampliar o espaço dedicado à cultura, o comitê estratégico soja brasil (cesb) e a empresa de tecnologia agrícola, plantdefender se uniram	comitê	0.19	0.5	0.25	0.11	0.5	0.38	0.31
913	news	em janeiro, a mãe entrou com o processo contra a união, o estado do paraná e a prefeitura requerendo que o sus providenciasse o procedimento	procedimento	0.11	0.5	0.25	0.11	0.5	0.38	0.31
914	news	na pauta das assembleias de acionistas, marcadas para 8 de setembro, está a destituição de membros do conselho de administração ligados à pharol e a eleição dos indicados de tanure	eleição	0.07	0.5	0.0	0.0	0.5	0.25	0.25
915	news	a comida de rua dá um valor a cidade que tem um interesse turístico,	interesse	0.16	0.5	0.0	0.0	0.5	0.25	0.25
916	bible	E dizendo: Se tu és o Rei dos Judeus, salva-te a ti mesmo.	Rei	0.04	0.5	0.5	0.5	0.5	0.5	0.5
917	biomed	Material e Métodos: Estudo retrospectivo de doentes com síndrome de Turner, seguidas nos Serviços de Endocrinologia ou Reprodução Humana dos Hospitais da Universidade de Coimbra - Centro Hospitalar e Universitário de Coimbra, E.P.E. Avaliou-se toda a amostra e consideraram-se o grupo 1 (com puberdade e menarca espontânea) e grupo 2 (sem puberdade espontânea).	puberdade	0.24	0.5	0.5	0.5	0.5	0.5	0.5
918	news	consta, aliás, que um dos motivos de sua queda é que o prefeito humberto machado, muito bem avaliado e de fato popular, não está apoiando sua campanha para prefeito	motivos	0.13	0.5	0.25	0.11	0.5	0.38	0.31
919	biomed	estudo retrospectivo de 29 pacientes submetidos à artrodese do tornozelo com haste intramedular retrógrada.	haste	0.39	0.5	0.5	0.5	0.5	0.5	0.5
920	news	as que sobrevivem à umidade estão cobertas de folhas mortas e lodo	lodo	0.3	0.5	0.5	0.22	0.5	0.5	0.36
921	news	o procurador-geral defendeu a atuação do ministério público nas investigações do esquema de corrupção que atuava na petrobras e defendeu a aprovação no congresso nacional do pacote de 10 medidas que têm como objetivo aumentar o rigor no combate à corrupção	aprovação	0.15	0.5	0.5	0.5	0.5	0.5	0.5
922	bible	E, trazendo o povo que havia nela, o pós às serras, e às talhadeiras de ferro, e aos machados de ferro, e os fez passar por forno de tijolos; e assim fez a todas as cidades dos filhos de Amom; e voltou Davi e todo o povo para Jerusalém.	serras	0.21	0.5	0.5	0.5	0.5	0.5	0.5
923	biomed	Discussão: Têm sido desenvolvidas poderosas ferramentas genéticas e de microscopia in vivo, que também tornaram o peixe-zebra num modelo valioso em investigação biomédica.	peixe	0.05	0.5	0.5	0.5	0.5	0.5	0.5
924	biomed	Material e Métodos: Cento e noventa e quatro candidatos licenciados concorreram à Faculdade de Medicina da Universidade do Porto pelo contingente especial e foram entrevistados nos anos académicos de 2011-2013.  Cento e oitenta e um (93,3%) responderam ao NEO Five-Factor Inventory que avalia os traços de abertura à experiência, conscienciosidade, extraversão, agradabilidade e neuroticismo.	aversão	0.46	0.5	0.5	0.5	0.5	0.5	0.5
925	bible	Preparai o escudo e o pavês, e chegai-vos para a peleja.	escudo	0.07	0.5	0.5	0.5	0.5	0.5	0.5
926	news	as equipes contratadas pelo departamento de estradas de rodagem do paraná (der/pr) estão fazendo a primeira camada de asfalto no trecho da rodovia que passa por baixo da trincheira da jacob macanhan e também nos acessos laterais para a avenida camilo di lellis e para os bairros da região de pinhais	estradas	0.08	0.5	0.5	0.5	0.5	0.5	0.5
927	bible	E Canaã gerou a Sidom seu primogênito, e a Hete,	Canaã	0.15	0.5	0.5	0.5	0.5	0.5	0.5
928	biomed	Sendo os monócitos/macrófagos e os linfócitos células fundamentais no desencadear e posterior evolução desta doença vascular, procurámos determinar as percentagens das diversas populações celulares periféricas em indivíduos dislipidémicos e em normolipidémicos.	linfócitos	0.52	0.5	0.5	0.5	0.5	0.5	0.5
929	news	opera como parceira de empresas e marcas para reformular a estratégia de atuação por meio de iniciativas relevantes e orientadas ao comportamento do indivíduo (human-centered) que integrem a experiência digital com o espaço físico e presencial	iniciativas	0.23	0.5	0.5	0.5	0.5	0.5	0.5
930	bible	E agora eu entreguei todas estas terras na mão de Nabucodonosor, rei de Babilônia, meu servo; e ainda até os animais do campo lhe dei, para que o sirvam.	Babilônia	0.37	0.5	0.5	0.5	0.5	0.5	0.5
931	biomed	O modelo tem 4 entradas, cada uma com 2 funções de pertinência gerando 16 regras, e a saída com 5 funções de pertinência, baseado no método de Mamdani, para estimar a associação entre os poluentes e o número de internações.	saída	0.11	0.5	0.5	0.5	0.5	0.5	0.5
932	bible	E, tendo eles se retirado, eis que o anjo do Senhor apareceu a José em sonhos, dizendo: Levanta-te, e toma o menino e sua mãe, e foge para o Egito, e demora-te lá até que eu te diga; porque Herodes há de procurar o menino para o matar.	anjo	0.06	0.5	0.5	0.5	0.5	0.5	0.5
933	news	montagner foi levado do instituto médico legal de sergipe (iml) para uma funerária, onde foi submetido a um procedimento de conservação	procedimento	0.26	0.5	0.5	0.5	0.5	0.5	0.5
934	bible	Porém vós guardareis os meus estatutos e os meus juízos, e nenhuma destas abominações fareis, nem o natural, nem o estrangeiro que peregrina entre vós;	abominações	0.28	0.5	0.5	0.5	0.5	0.5	0.5
935	bible	E no tempo próprio mandou um servo aos lavradores, para que lhe dessem dos frutos da vinha; mas os lavradores, espancando-o, mandaram-no vazio.	vinha	0.25	0.5	0.5	0.5	0.5	0.5	0.5
936	bible	E perguntaram-lhes, dizendo: É este o vosso filho, que vós dizeis ter nascido cego? Como, pois, vê agora?	filho	0.04	0.5	0.5	0.5	0.5	0.5	0.5
937	bible	Isto será como adivinhação vã, aos olhos daqueles que lhes fizeram juramentos; mas ele se lembrará da iniqüidade, para que sejam apanhados.	adivinhação	0.11	0.5	0.5	0.5	0.5	0.5	0.5
938	bible	E Débora, mulher profetisa, mulher de Lapidote, julgava a Israel naquele tempo.	profetisa	0.26	0.5	0.5	0.5	0.5	0.5	0.5
939	news	a falta de moedas para troco é um problema comum a todo o comércio e que demanda tempo em sua solução	moedas	0.07	0.5	0.5	0.5	0.5	0.5	0.5
940	bible	O vento apascentará a todos os teus pastores, e os teus namorados irão para o cativeiro; certamente então te confundirás, e te envergonharás por causa de toda a tua maldade.	cativeiro	0.2	0.5	0.5	0.5	0.5	0.5	0.5
941	bible	O batismo de João era do céu ou dos homens?	homens	0.05	0.5	0.5	0.5	0.5	0.5	0.5
942	biomed	Conclusões: A incidência de cancro cutâneo é elevada na nossa série e estes doentes beneficiariam de educação sobre medidas de fotoproteção e seguimento dermatológico regular.	proteção	0.15	0.5	0.5	0.5	0.5	0.5	0.5
943	news	a ir amim, que se opõe a assentamentos israelenses em território ocupado onde os palestinos esperam estabelecer um estado, disse que a estrutura será erguida em um terreno vazio em silwan, um bairro palestino onde colonos têm ampliado sua presença	palestinos	0.19	0.5	0.5	0.5	0.44	0.5	0.47
944	bible	Todos os que habitam nas montanhas desde o Líbano até Misrefote-Maim, todos os sidônios; eu os lançarei de diante dos filhos de Israel; tão-somente reparte a terra em herança a Israel, como já te mandei.	Misrefote-Maim	0.64	0.5	0.5	0.5	0.5	0.5	0.5
945	bible	E seus irmãos, homens valentes, dois mil e setecentos, chefes dos pais; e o rei Davi os constituiu sobre os rubenitas e os gaditas, e a meia tribo dos manassitas, para todos os negócios de Deus, e para todos os negócios do rei.	constituiu	0.28	0.5	0.5	0.5	0.5	0.5	0.5
946	bible	Nas penhas mora e habita; no cume das penhas, e nos lugares seguros.	seguros	0.11	0.5	0.5	0.5	0.5	0.5	0.5
947	news	o órgão pretendia que o edital do exame trouxesse cláusula permitindo a interposição de recursos administrativos contra o indeferimento do pedido de isenção da taxa de inscrição	isenção	0.32	0.5	0.5	0.5	0.5	0.5	0.5
948	biomed	Cortes semisseriados corados com H&E foram usados para a obtenção, com um software de análise de imagens, da área ocupada por matriz óssea orgânica.	matriz	0.21	0.5	0.5	0.5	0.5	0.5	0.5
949	news	o cnj (conselho nacional de justiça) abriu investigação para aferir eventual violação de deveres funcionais pelo desembargador ivan sartori, do tribunal de justiça de são paulo	violação	0.25	0.5	0.5	0.5	0.5	0.5	0.5
950	bible	Considerai os corvos, que nem semeiam, nem segam, nem têm despensa nem celeiro, e Deus os alimenta; quanto mais valeis vós do que as aves?	corvos	0.18	0.5	0.5	0.5	0.5	0.5	0.5
